Identificador,Gis_X,Gis_Y,Fecha de Alta,Distrito,Barrio,Nº Finca,Tipo de Reserva,Puestos,LATITUD,LONGITUD,DIRECCIÓN,C.P.,POBLACION,PROVINCIA,Fichas,Línea / Batería,LongitudP,Horario
16.03,"444623,2100000000","4479917,2100000000",38446,16  HORTALEZA,16-04 PINAR DEL REY,341,Taxi,3,40.4680863,-3.6532262,"LOPEZ DE HOYOS, CALLE, DE, 341",,,,,Línea,"18,00",
16.07,"444132,7500000000","4480890,0200000000",38442,16  HORTALEZA,16-05 APÓSTOL SANTIAGO,Fte 18,Taxi,3,40.476817,-3.659097,"CUEVAS DEL ALMANZORA, CALLE, DE, Fte 18",,,,,Línea,"15,00",Laborables de Lunes a Viernes de 6 a 21 h.
16.08,"445083,4500000000","4479375,6100000000",38448,16  HORTALEZA,16-03 CANILLAS,41,Taxi,2,40.4632378,-3.6477507,"CANILLAS, CARRETERA, DE, 41",,,,,Batería,"6,10",Laborables de Lunes a Viernes de 6 a 21 h.
16.09,"447989,1400000000","4478201,3400000000",38448,16  HORTALEZA,16-01 PALOMAS,18,Taxi,3,40.4528463,-3.6133832,"LUIS DE LA MATA, CALLE, DE, 18",,,,,Línea,"15,00",Laborables de Lunes a Viernes de 6 a 21 h.
16.11,"445295,2900000000","4478697,5600000000",44298,16  HORTALEZA,16-02 PIOVERA,34,Taxi,6,40.4571436,-3.6451937,"MOSCATELAR, CALLE, DE, 34",,,,,Línea,"27,70",
16.12,"447568,0400000000","4478618,2100000000",40140,16  HORTALEZA,16-01 PALOMAS,50,Taxi,6,40.4565753,-3.6183836,"ANDES, AVENIDA, DE LOS, 50",,,,,Línea,"34,00",
16.15,"445337,2700000000","4484342,9300000000",38630,16  HORTALEZA,16-06 VALDEFUENTES,4,Taxi,2,40.5080025,-3.6451854,"JULIO CARO BAROJA, CALLE, DE, 4",,,,,Línea,"10,00",
16.19,"443372,2600000000","4481975,2100000000",40252,16  HORTALEZA,16-06 VALDEFUENTES,20 posterior,Taxi,5,40.4865413,-3.6681653,"MANOTERAS, AVENIDA, DE, 20 posterior",,,,,Línea,"25,00",
16.20,"443300,7900000000","4482192,0400000000",40253,16  HORTALEZA,16-06 VALDEFUENTES,20 A,Taxi,2,40.4884898,-3.6690279,"MANOTERAS, AVENIDA, DE, 20 A",,,,,Línea,"10,00",
16.21,"444269,1300000000","4482783,2900000000",43145,16  HORTALEZA,16-06 VALDEFUENTES,26,Taxi,3,40.4938816,-3.6576546,"ANA DE AUSTRIA, CALLE, DE, 26",,,,,Línea,"13,70",DE LUNES A VIERNES LABORABLES DE 9 A 19 HORAS
16.22,"444447,3200000000","4482420,8700000000",42999,16  HORTALEZA,16-06 VALDEFUENTES,29,Taxi,1,40.4906287,-3.6555203,"PRINCESA DE EBOLI, CALLE, DE LA, 29",,,,,Línea,"5,00",DE LUNES A VIERNES LABORABLES DE 6 H A 21 H
16.23,"446541,9200000000","4480437,9500000000",40648,16  HORTALEZA,16-06 VALDEFUENTES,3,Taxi,3,40.4729031,-3.6306383,"TOMAS REDONDO, CALLE, DE, 3",,,,,Línea,"15,00",
16.24,"443847,5200000000","4482630,4500000000",41259,16  HORTALEZA,16-06 VALDEFUENTES,S/N,Taxi,7,40.4924763,-3.662616,"FRANCISCO PI Y MARGALL, AVENIDA, DE, S/N",,,,,Línea,"34,80",
16.25,"443510,4100000000","4482268,0600000000",44175,16  HORTALEZA,16-06 VALDEFUENTES,8,Taxi,6,40.4891889,-3.6665614,"OÑA, CALLE, DE, 8",,,,,Línea,"32,00",
16.26,"446358,0300000000","4480611,3600000000",40911,16  HORTALEZA,16-06 VALDEFUENTES,S/N,Taxi,8,40.4744534,-3.6328221,"VIA DE LOS POBLADOS, CALLE, S/N",,,,,Línea,"40,10",
16.27 a,"443806,1900000000","4480402,4600000000",42041,16  HORTALEZA,16-05 APÓSTOL SANTIAGO,73,Taxi,2,40.4724028,-3.6629062,"SAN LUIS, AVENIDA, DE, 73",,,,,Línea,"10,00",
16.27 b,"443812,8700000000","4480421,8000000000",42041,16  HORTALEZA,16-05 APÓSTOL SANTIAGO,73,Taxi,4,40.4725775,-3.6628291,"SAN LUIS, AVENIDA, DE, 73",,,,,Línea,"20,00",
16.28,"446122,9800000000","4479353,0200000000",41328,16  HORTALEZA,16-03 CANILLAS,S/N,Taxi,5,40.4631024,-3.635488,"MACHUPICHU, AVENIDA, DE, S/N",,,,,Línea,"20,00",
16.29,"444708,2600000000","4484732,9500000000",38463,16  HORTALEZA,16-06 VALDEFUENTES,30,Taxi,6,40.5114743,-3.6526432,"MEDIODIA, CARRETERA, DEL, 30",,,,,Línea,"30,00",
16.30,"447794,8100000000","4482726,0000000000",42367,16  HORTALEZA,16-06 VALDEFUENTES,8,Taxi,2,40.4935947,-3.6160473,"LUIS MOYA BLANCO, CALLE, DE, 8",,,,,Línea,"10,00",
16.31,"444335,1800000000","4480260,2600000000",42901,16  HORTALEZA,16-04 PINAR DEL REY,25,Taxi,2,40.4711574,-3.6566537,"SAN LUIS, AVENIDA, DE, 25",,,,,Línea,"10,00",
16.32,"447773,7600000000","4482826,0600000000",43175,16  HORTALEZA,16-06 VALDEFUENTES,15,Taxi,2,40.4944948,-3.616304,"LUIS MOYA BLANCO, CALLE, DE, 15",,,,,Línea,"9,90",DE LUNES A VIERNES DE 9 A 14 H.
16.33,"445874,7800000000","4480001,9200000000",44225,16  HORTALEZA,16-03 CANILLAS,S/N,Taxi,3,40.4689319,-3.6384708,"AREQUIPA, CALLE, DE, S/N",,,,,Línea,"16,00",
16.34,"443408,4700000000","4482665,9400000000",44300,16  HORTALEZA,16-06 VALDEFUENTES,5,Taxi,6,40.4927662,-3.6677998,"ARROYO DE VALDEBEBAS, CALLE, DEL, 5",,,,,Línea,"30,10",
17.01,"440967,3600000000","4467998,6400000000",40360,17  VILLAVERDE,17-05 LOS ÁNGELES,3,Taxi,12,40.3604662,-3.6952418,"LA VERBENA DE LA PALOMA, AVENIDA, DE, 3",,,,,Línea,"60,00",
17.04,"441273,8000000000","4467026,1900000000",39185,17  VILLAVERDE,17-04 LOS ROSALES,S/N,Taxi,3,40.3517275,-3.6915436,"JUAN JOSE MARTINEZ SECO, CALLE, DE, S/N",,,,,Línea,"15,00",
17.09,"439784,5300000000","4466455,6800000000",38366,17  VILLAVERDE,17-01 CASCO HISTÓRICO DE VILLAVERDE,1,Taxi,3,40.3464818,-3.7090257,"ALBERTO PALACIOS, PASEO, DE, 1",,,,,Línea,"18,00",
18.07,"448218,1500000000","4470323,2700000000",38384,18  VILLA DE VALLECAS,18-02 SANTA EUGENIA,Fte 48,Taxi,2,40.3818899,-3.6100412,"SANTA EUGENIA, AVENIDA, DE, Fte 48",,,,,Línea,"9,00",Excepto de 20 a 8 h.
18.09 a,"447252,2600000000","4470095,2600000000",38264,18  VILLA DE VALLECAS,18-01 CASCO HISTÓRICO DE VALLECAS,1,Taxi,3,40.3797753,-3.6214009,"REAL DE ARGANDA, CALLE, 1",,,,,Línea,"18,00",
18.09 b,"447230,0600000000","4470109,9200000000",38383,18  VILLA DE VALLECAS,18-01 CASCO HISTÓRICO DE VALLECAS,47,Taxi,1,40.3799059,-3.6216636,"SIERRA GADOR, CALLE, DE LA, 47",,,,,Línea,"7,00",
18.09 c,"447215,4000000000","4470118,1000000000",38383,18  VILLA DE VALLECAS,18-01 CASCO HISTÓRICO DE VALLECAS,45,Taxi,2,40.3799787,-3.621837,"SIERRA GADOR, CALLE, DE LA, 45",,,,,Línea,"10,50",
18.10,"448728,6500000000","4470350,6200000000",42026,18  VILLA DE VALLECAS,18-02 SANTA EUGENIA,2,Taxi,5,40.3821679,-3.6040296,"VIRGEN DE LAS VIÑAS, CALLE, DE LA, 2",,,,,Batería,"15,00",Laborables de Lunes a Viernes de 6 a 21 h.
18.11,"447636,1000000000","4470903,0400000000",39507,18  VILLA DE VALLECAS,18-02 SANTA EUGENIA,Fte 5,Taxi,4,40.3870765,-3.6169456,"SABINO FERNANDEZ CAMPO, CALLE, DE, Fte 5",,,,,Línea,"22,30",
18.12 a,"449174,9100000000","4468644,9600000000",41050,18  VILLA DE VALLECAS,18-03 ENSANCHE DE VALLECAS,53,Taxi,2,40.3668294,-3.5986364,"LAS SUERTES, AVENIDA, DE, 53",,,,,Línea,"11,00",
18.12 b,"449144,6600000000","4468664,8300000000",40302,18  VILLA DE VALLECAS,18-03 ENSANCHE DE VALLECAS,53,Taxi,3,40.3670066,-3.5989943,"LAS SUERTES, AVENIDA, DE, 53",,,,,Línea,"15,00",
18.13,"448751,1000000000","4470155,9100000000",41050,18  VILLA DE VALLECAS,18-02 SANTA EUGENIA,2 A,Taxi,2,40.3804152,-3.6037494,"FUENTESPINA, CALLE, DE, 2 A",,,,,Línea,"10,00",Lunes a viernes de 8 a 21 h.
18.14,"448826,1100000000","4468511,3500000000",41050,18  VILLA DE VALLECAS,18-03 ENSANCHE DE VALLECAS,49,Taxi,3,40.3656044,-3.6027338,"ENSANCHE DE VALLECAS, AVENIDA, DEL, 49",,,,,Línea,"15,00",Laborables de 8 a 20 h.
18.15,"447966,9900000000","4469074,3600000000",44271,18  VILLA DE VALLECAS,18-03 ENSANCHE DE VALLECAS,9,Taxi,3,40.3706232,-3.612898,"ENSANCHE DE VALLECAS, AVENIDA, DEL, 9",,,,,Línea,"15,00",
19.06,"448374,5700000000","4472804,3200000000",40116,19  VICÁLVARO,19-01 CASCO HISTÓRICO DE VICÁLVARO,11,Taxi,3,40.4042506,-3.6083997,"SAN CIPRIANO, CALLE, DE, 11",,,,,Línea,"19,70",
19.08,"447243,8100000000","4472089,9400000000",38401,19  VICÁLVARO,19-02 VALDEBERNARDO,21,Taxi,5,40.3977441,-3.6216656,"JOSE PRAT, BULEVAR, DE, 21",,,,,Línea,"28,00",
19.09,"447230,5200000000","4472333,1700000000",42019,19  VICÁLVARO,19-02 VALDEBERNARDO,26,Taxi,3,40.3999345,-3.6218424,"INDALECIO PRIETO, BULEVAR, DE, 26",,,,,Línea,"14,00",Laborables de Lunes a Viernes de 6 a 19 h.
19.11,"449350,5700000000","4472518,2500000000",42155,19  VICÁLVARO,19-03 VALDERRIVAS,14,Taxi,3,40.4017335,-3.5968755,"GRAN VIA DEL ESTE, AVENIDA, DE LA, 14",,,,,Línea,"16,89",LABORABLES DE LUNES A VIERNES DE 6:00 A 19:00 H
19.14,"447953,7800000000","4473113,6200000000",43328,19  VICÁLVARO,19-01 CASCO HISTÓRICO DE VICÁLVARO,114,Taxi,2,40.4070108,-3.6133837,"CALAHORRA, CALLE, DE, 114",,,,,Línea,"10,00",Laborables de Lunes a Viernes de 6 a 19.00 h
20.01,"446788,2800000000","4474932,9200000000",44176,20  SAN BLAS-CANILLEJAS,20-03 AMPOSTA,89,Taxi,7,40.4233265,-3.6272709,"INSTITUCION LIBRE DE ENSEÑANZA, AVENIDA, DE LA, 89",,,,,Línea,"38,30",
20.02,"446393,6100000000","4475657,6700000000",38419,20  SAN BLAS-CANILLEJAS,20-01 SIMANCAS,49,Taxi,6,40.4298301,-3.6319842,"INSTITUCION LIBRE DE ENSEÑANZA, AVENIDA, DE LA, 49",,,,,Línea,"29,00",
20.03,"447344,1200000000","4475096,9900000000",37055,20  SAN BLAS-CANILLEJAS,20-03 AMPOSTA,S/N,Taxi,5,40.4248399,-3.6207325,"AMPOSTA, CALLE, DE, S/N",,,,,Línea,"20,00",
20.07,"448322,0800000000","4477702,9400000000",40232,20  SAN BLAS-CANILLEJAS,20-07 CANILLEJAS,628,Taxi,4,40.4483772,-3.6094164,"ALCALA, CALLE, DE, 628",,,,,Línea,"20,00",
20.08,"447767,6000000000","4475645,8700000000",42019,20  SAN BLAS-CANILLEJAS,20-02 HELLÍN,42,Taxi,3,40.4298112,-3.6157857,"HELLIN, AVENIDA, DE, 42",,,,,Batería,"15,00",Laborables de Lunes a Viernes de 8 a 19 h.
20.09 b,"446700,1600000000","4477640,9800000000",38415,20  SAN BLAS-CANILLEJAS,20-08 SALVADOR,34,Taxi,5,40.4477166,-3.6285368,"JUAN IGNACIO LUCA DE TENA, CALLE, DE, 34",,,,,Línea,"16,00",
20.10,"447308,9200000000","4474459,5000000000",42021,20  SAN BLAS-CANILLEJAS,20-04 ARCOS,4,Taxi,5,40.4190948,-3.6210946,"GUADALAJARA, AVENIDA, DE, 4",,,,,Línea,"25,00",
20.14,"448522,8500000000","4475635,3200000000",42019,20  SAN BLAS-CANILLEJAS,20-05 ROSAS,37,Taxi,3,40.4297633,-3.6068814,"NIZA, AVENIDA, DE, 37",,,,,Línea,"15,00",Laborables de Lunes a Viernes de 6 a 19 h.
20.15,"447870,6400000000","4477351,7200000000",42020,20  SAN BLAS-CANILLEJAS,20-07 CANILLEJAS,581,Taxi,4,40.445185,-3.6147109,"ALCALA, CALLE, DE, 581",,,,,Línea,"20,10",Laborables de Lunes a Viernes de 6 a 19 h.
20.16,"448714,3500000000","4475403,5200000000",42021,20  SAN BLAS-CANILLEJAS,20-05 ROSAS,64,Taxi,2,40.4276869,-3.6046052,"SUECIA, CALLE, DE, 64",,,,,Línea,"10,00",Laborables de Lunes a Viernes de 6 a 19 h.
20.17,"451108,9400000000","4477709,5900000000",42020,20  SAN BLAS-CANILLEJAS,20-06 REJAS,S/N,Taxi,3,40.4486057,-3.5765543,"ARAGON, AVENIDA, DE, S/N",,,,,Línea,"15,10",Laborables de Lunes a Viernes de 6 a 19 h.
20.18,"446402,0900000000","4476723,6800000000",38103,20  SAN BLAS-CANILLEJAS,20-01 SIMANCAS,476,Taxi,2,40.4394339,-3.6319741,"ALCALA, CALLE, DE, 476",,,,,Línea,"9,90",Laborables de Lunes a Viernes de 8 a 19 h.
20.19,"446359,4200000000","4476106,6700000000",38278,20  SAN BLAS-CANILLEJAS,20-01 SIMANCAS,Fte 4,Taxi,3,40.4338728,-3.6324252,"JULIAN CAMARILLO, CALLE, DE, Fte 4",,,,,Línea,"15,00",
20.20,"446001,4500000000","4477646,4400000000",39797,20  SAN BLAS-CANILLEJAS,20-08 SALVADOR,5,Taxi,3,40.4477207,-3.6367763,"JUAN RIZI, CALLE, DE, 5",,,,,Línea,"15,00",
20.21,"450586,0600000000","4477438,2700000000",42020,20  SAN BLAS-CANILLEJAS,20-06 REJAS,S/N,Taxi,2,40.4461306,-3.582699,"CAMPEZO, CALLE, DE, S/N",,,,,Línea,"10,10",Laborables de Lunes a Viernes de 6 a 21 h.
20.22,"445607,2800000000","4477773,3200000000",39989,20  SAN BLAS-CANILLEJAS,20-08 SALVADOR,40,Taxi,3,40.448838,-3.6414351,"JOSEFA VALCARCEL, CALLE, DE, 40",,,,,Batería,"7,21",
20.23,"448520,1500000000","4475068,5700000000",42019,20  SAN BLAS-CANILLEJAS,20-05 ROSAS,8,Taxi,3,40.4246575,-3.6068674,"GINEBRA, PASEO, DE, 8",,,,,Línea,"16,00",Laborables de Lunes a Viernes de 6 a 19 h.
20.25,"450622,0000000000","4477640,7300000000",40672,20  SAN BLAS-CANILLEJAS,20-06 REJAS,4,Taxi,5,40.4479566,-3.5822909,"CAMPEZO, CALLE, DE, 4",,,,,Línea,"25,00",
20.26,"450617,5800000000","4477596,7400000000",40672,20  SAN BLAS-CANILLEJAS,20-06 REJAS,S/N,Taxi,5,40.44756,-3.5823396,"CAMPEZO, CALLE, DE, S/N",,,,,Línea,"20,00",
20.27,"447432,8600000000","4477043,3500000000",40743,20  SAN BLAS-CANILLEJAS,20-01 SIMANCAS,Fte 69,Taxi,4,40.4423795,-3.6198474,"CRONOS, CALLE, DE, Fte 69",,,,,Línea,"20,10",
20.28,"448600,8600000000","4476071,2500000000",42993,20  SAN BLAS-CANILLEJAS,20-05 ROSAS,100 E,Taxi,5,40.4336952,-3.605997,"SUECIA, CALLE, DE, 100 E",,,,,Línea,"25,00",
20.30,"447057,3200000000","4477651,4700000000",44103,20  SAN BLAS-CANILLEJAS,20-08 SALVADOR,5,Taxi,8,40.447834,-3.6243261,"MARQUESADO DE SANTA MARTA, CALLE, DEL, 5",,,,,Batería,"21,00",
20.31,"446519,6500000000","4476410,9000000000",43304,20  SAN BLAS-CANILLEJAS,20-01 SIMANCAS,9,Taxi,3,40.4366238,-3.6305618,"ALBASANZ, CALLE, DE, 9",,,,,Línea,"15,00",
20.32,"445991,1600000000","4476395,9600000000",44161,20  SAN BLAS-CANILLEJAS,20-01 SIMANCAS,17 B,Taxi,2,40.436455,-3.6367913,"INSTITUCION LIBRE DE ENSEÑANZA, AVENIDA, DE LA, 17 B",,,,,Línea,"10,00",
21.01,"450634,9800000000","4478833,6500000000",40838,21  BARAJAS,21-01 ALAMEDA DE OSUNA,27,Taxi,5,40.4587039,-3.5822306,"GALEON, CALLE, DEL, 27",,,,,Batería,"12,00",
21.02,"450992,8900000000","4480495,0200000000",38408,21  BARAJAS,21-03 CASCO HISTÓRICO DE BARAJAS,2,Taxi,10,40.4736917,-3.5781378,"MAYOR DE BARAJAS, PLAZA, 2",,,,,Batería,"27,00",
21.04,"450121,8600000000","4478475,5500000000",38414,21  BARAJAS,21-01 ALAMEDA DE OSUNA,S/N,Taxi,4,40.4554473,-3.5882541,"NAVIO, PLAZA, DEL, S/N",,,,,Línea,"22,00",
21.05,"450126,0300000000","4478194,5300000000",38414,21  BARAJAS,21-01 ALAMEDA DE OSUNA,1,Taxi,4,40.4529159,-3.5881829,"MAR, PLAZA, DEL, 1",,,,,Línea,"20,00",
21.07 a,"447816,7500000000","4479156,4400000000",38384,21  BARAJAS,21-05 CORRALEJOS,4,Taxi,5,40.4614396,-3.6154947,"CAPITAL DE ESPAÑA MADRID, AVENIDA, DE LA, 4",,,,,Línea,"25,00",
21.07 b,"447805,3300000000","4479221,0900000000",38384,21  BARAJAS,21-05 CORRALEJOS,6,Taxi,1,40.4620213,-3.6156347,"CAPITAL DE ESPAÑA MADRID, AVENIDA, DE LA, 6",,,,,Línea,"6,00",
21.08,"447712,4400000000","4479380,5900000000",39982,21  BARAJAS,21-05 CORRALEJOS,10,Taxi,6,40.4634523,-3.6167434,"PARTENON, AVENIDA, DEL, 10",,,,,Línea,"32,00",
21.09,"449606,4100000000","4477999,2900000000",38418,21  BARAJAS,21-01 ALAMEDA DE OSUNA,3,Taxi,3,40.4511258,-3.5942951,"OBENQUE, CALLE, DEL, 3",,,,,Línea,"17,00",
21.10,"447378,5600000000","4479232,9300000000",40910,21  BARAJAS,21-05 CORRALEJOS,S/N,Taxi,15,40.462101,-3.6206692,"RIBERA DEL LOIRA, CALLE, DE LA, S/N",,,,,Línea,"75,00",
21.11,"447631,9600000000","4479019,9600000000",40910,21  BARAJAS,21-05 CORRALEJOS,S/N,Taxi,12,40.4601985,-3.6176629,"RIBERA DEL LOIRA, CALLE, DE LA, S/N",,,,,Línea,"60,00",
21.12,"451626,6700000000","4479403,1100000000",38322,21  BARAJAS,21-02 AEROPUERTO,T1,Taxi,404,40.4638923,-3.5705782,"BARAJAS, AEROPUERTO, DE, T1",,,,,Línea,"359,30",
21.13,"451700,7000000000","4479900,2200000000",38322,21  BARAJAS,21-02 AEROPUERTO,T2y3,Taxi,1200,40.4683749,-3.5697429,"BARAJAS, AEROPUERTO, DE, T2y3",,,,,Línea,"6000,00",
21.14,"449725,2800000000","4482457,8300000000",38776,21  BARAJAS,21-04 TIMÓN,T4,Taxi,1360,40.4912981,-3.5932467,"BARAJAS, AEROPUERTO, DE, T4",,,,,Línea,"266,30",
21.15,"450666,0200000000","4480726,4000000000",40557,21  BARAJAS,21-03 CASCO HISTÓRICO DE BARAJAS,18,Taxi,3,40.4757568,-3.5820117,"PAJARONES, CALLE, DE LOS, 18",,,,,Línea,"19,50",
21.16,"450779,4700000000","4480114,0200000000",40480,21  BARAJAS,21-03 CASCO HISTÓRICO DE BARAJAS,36,Taxi,2,40.4702469,-3.5806258,"GENERAL, AVENIDA, 36",,,,,Línea,"13,00",Laborables de Lunes a Viernes de 6  a 19 h.
21.17,"447124,9400000000","4479582,8300000000",40910,21  BARAJAS,21-05 CORRALEJOS,20,Taxi,8,40.465237,-3.6236896,"RIBERA DEL LOIRA, CALLE, DE LA, 20",,,,,Línea,"40,00",
21.18,"448332,5200000000","4481512,3600000000",44273,21  BARAJAS,21-04 TIMÓN,S/N,Taxi,5,40.4826953,-3.6096035,"FUERZAS ARMADAS, AVENIDA, DE LAS, S/N",,,,,Batería,"15,00",
21.19,"448792,6700000000","4481706,0700000000",44273,21  BARAJAS,21-04 TIMÓN,S/N,Taxi,15,40.4844688,-3.6041903,"JULIO CANO LASSO, CALLE, DE, S/N",,,,,Batería,"45,00",
